priority,study,outcome,timepoint,outcome_family,rows,data_type,analysed_n_i,analysed_n_c,randomised_n_i,randomised_n_c,intervention,comparator,source_location,source_qc,eligibility,status
2 - not currently pooled,Zheng 2025,Fever,Postoperative,Adverse events,1,Events/total,42.0,43.0,44.0,44.0,Perioperative TEAS,Sham/no current,Journal of Pain Research 2025;18:6458; Table 3 continued,NOT REPORTED,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zheng 2025,Global QoR-40,6 h,Quality of recovery,1,Graph only,42.0,43.0,44.0,44.0,Perioperative TEAS,Sham/no current,Journal of Pain Research 2025;18:6456; Figure 2A,Do not visually digitize. The text reports the between-group significance but not exact group mean/SD for this timepoint.,GRAPH ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zheng 2025,Global QoR-40,24 h,Quality of recovery,1,Graph only,42.0,43.0,44.0,44.0,Perioperative TEAS,Sham/no current,Journal of Pain Research 2025;18:6456; Figure 2A,Do not visually digitize. The text reports the between-group significance but not exact group mean/SD for this timepoint.,GRAPH ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zheng 2025,Global QoR-40,48 h,Quality of recovery,1,Mean; SD not numerically reported,42.0,43.0,44.0,44.0,Perioperative TEAS,Sham/no current,"Journal of Pain Research 2025;18:6453,6458; Results text + Figure 2A","Figure 2 shows mean±SD graphically, but exact SD values are not printed in text/table; no visual digitization performed.",HOLD,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zheng 2025,Hospital stay duration,Postoperative hospitalization,Length of stay,1,Median/IQR,42.0,43.0,44.0,44.0,Perioperative TEAS,Sham/no current,Journal of Pain Research 2025;18:6458; Table 3 continued,NOT REPORTED,NARRATIVE ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zheng 2025,NRS pain score,6 h,Pain,1,Mean/SD,42.0,43.0,44.0,44.0,Perioperative TEAS,Sham/no current,Journal of Pain Research 2025;18:6458; Table 4,NOT REPORTED,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zheng 2025,NRS pain score,24 h,Pain,1,Mean/SD,42.0,43.0,44.0,44.0,Perioperative TEAS,Sham/no current,Journal of Pain Research 2025;18:6458; Table 4,INTERNAL SOURCE CONFLICT: prose reports P=0.042 while Table 4 footnote prints bP=0.422. Do not silently correct.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zheng 2025,NRS pain score,48 h,Pain,1,Mean/SD,42.0,43.0,44.0,44.0,Perioperative TEAS,Sham/no current,Journal of Pain Research 2025;18:6458; Table 4,No exact between-group P value is printed for 48 h.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zheng 2025,Nausea incidence,0–2 h,PONV,1,Events/total,42.0,43.0,44.0,44.0,Perioperative TEAS,Sham/no current,Journal of Pain Research 2025;18:6455; Table 2,NOT REPORTED,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zheng 2025,Nausea incidence,2–4 h,PONV,1,Events/total,42.0,43.0,44.0,44.0,Perioperative TEAS,Sham/no current,Journal of Pain Research 2025;18:6455; Table 2,NOT REPORTED,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zheng 2025,Nausea incidence,4–6 h,PONV,1,Events/total,42.0,43.0,44.0,44.0,Perioperative TEAS,Sham/no current,Journal of Pain Research 2025;18:6455; Table 2,NOT REPORTED,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zheng 2025,Nausea incidence,6–24 h,PONV,1,Events/total,42.0,43.0,44.0,44.0,Perioperative TEAS,Sham/no current,Journal of Pain Research 2025;18:6455; Table 2,NOT REPORTED,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zheng 2025,PACU stay time,Postoperative,Functional recovery,1,Mean/SD,42.0,43.0,44.0,44.0,Perioperative TEAS,Sham/no current,Journal of Pain Research 2025;18:6457–6458; Table 3,Table note specifies mean (SD) for these rows.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zheng 2025,PSQI score,24 h,Sleep quality,1,Mean/SD,42.0,43.0,44.0,44.0,Perioperative TEAS,Sham/no current,Journal of Pain Research 2025;18:6458; Table 4,The article describes sleep quality as improved in TEAS; this extraction preserves the printed scores without reinterpreting the scale.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zheng 2025,PSQI score,48 h,Sleep quality,1,Mean/SD,42.0,43.0,44.0,44.0,Perioperative TEAS,Sham/no current,Journal of Pain Research 2025;18:6458; Table 4,The article describes sleep quality as improved in TEAS; this extraction preserves the printed scores without reinterpreting the scale.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zheng 2025,Time to first borborygmus,Postoperative,GI recovery,1,Mean/SD,42.0,43.0,44.0,44.0,Perioperative TEAS,Sham/no current,Journal of Pain Research 2025;18:6457–6458; Table 3,Table note specifies mean (SD) for these rows.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zheng 2025,Total PCIA button presses,Postoperative; exact pump duration NR,Opioid demand,1,Mean/SD,42,43,44,44,Perioperative TEAS,Sham/no current,Postoperative PCIA results,"PCIA final volume/concentration is NR, so presses cannot be converted to sufentanil mass",INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zheng 2025,Vomiting incidence,0–2 h,PONV,1,Events/total,42.0,43.0,44.0,44.0,Perioperative TEAS,Sham/no current,Journal of Pain Research 2025;18:6455; Table 2,NOT REPORTED,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zheng 2025,Vomiting incidence,2–4 h,PONV,1,Events/total,42.0,43.0,44.0,44.0,Perioperative TEAS,Sham/no current,Journal of Pain Research 2025;18:6455; Table 2,NOT REPORTED,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zheng 2025,Vomiting incidence,4–6 h,PONV,1,Events/total,42.0,43.0,44.0,44.0,Perioperative TEAS,Sham/no current,Journal of Pain Research 2025;18:6455; Table 2,NOT REPORTED,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zheng 2025,Vomiting incidence,6–24 h,PONV,1,Events/total,42.0,43.0,44.0,44.0,Perioperative TEAS,Sham/no current,Journal of Pain Research 2025;18:6455; Table 2,NOT REPORTED,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zheng 2025,Wake-up time,Postoperative,Functional recovery,1,Mean/SD,42.0,43.0,44.0,44.0,Perioperative TEAS,Sham/no current,Journal of Pain Research 2025;18:6457–6458; Table 3,Table note specifies mean (SD) for these rows.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhou 2021,Any postoperative opioid use,Postoperative window not clearly defined as 0-24 h,Opioid consumption,1,Events/total,41,40,41,41,Postoperative TEAS + ERAS,ERAS/usual care,Table 3,Exact postoperative time window is not clearly stated,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhou 2021,Average postoperative pain,POD1-POD5 average,Pain,1,Mean/SD,41,40,41,41,Postoperative TEAS + ERAS,ERAS/usual care,"Table 3, p6",Open-label/no sham; subjective outcome,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhou 2025,Any rescue analgesia,POD1-POD3,Rescue analgesia,1,Events/total,48,49,50,50,PACU TEAS,Sham/no current,"Table 3, p8",Not a 24-h opioid dose; exact cumulative tramadol dose is not reported,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhou 2025,Exact cumulative postoperative opioid dose,0-24 h,Opioid consumption,1,Not reported,48,49,50,50,PACU TEAS,Sham/no current,Not numerically reported,Standard perioperative sufentanil plus PRN tramadol; exact 0-24-h cumulative dose not reported,NOT REPORTED,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhou 2025,PONV incidence,POD1,PONV,1,Events/total,48,49,50,50,PACU TEAS,Sham/no current,"Table 4, p8",Participant sensory blinding uncertain,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhou 2025,Resting pain VAS,POD1,Pain,1,Median/IQR,48,49,50,50,PACU TEAS,Sham/no current,"Table 3, p8",Do not convert median/IQR to mean/SD without prespecified method,NARRATIVE ONLY,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhu 2022,Nausea severity score,0–6 h after surgery,PONV,3,Mean/SD,101.0,101.0,103.0,104.0,Group Pre — EA day before surgery,Group Usual — usual care alone,p. 420; Table 2,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhu 2022,Nausea severity score,6–24 h after surgery,PONV,3,Mean/SD,101.0,101.0,103.0,104.0,Group Pre — EA day before surgery,Group Usual — usual care alone,p. 420; Table 2,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhu 2022,Nausea severity score,24–48 h after surgery,PONV,3,Mean/SD,101.0,101.0,103.0,104.0,Group Pre — EA day before surgery,Group Usual — usual care alone,p. 420; Table 2,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhu 2022,Overall QoR-15,AMBIGUOUS,Quality of recovery,3,Mean/SD,101.0,101.0,103.0,104.0,Group Pre — EA day before surgery,Group Usual — usual care alone,p. 422; Table 3,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. The table/methods do not state the assessment timepoint for the reported overall QoR-15 value.,HOLD,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhu 2022,Pain on movement (NRS),6–24 h,Pain,3,Mean/SD,101.0,101.0,103.0,104.0,Group Pre — EA day before surgery,Group Usual — usual care alone,p. 422; Table 3,"Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Methods call the primary pain outcome 'pain on movement at 24h', while Table 3 labels the row 'Pain at 6–24 h'.",INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhu 2022,Pain on movement (NRS),0–6 h,Pain,3,Mean/SD,101.0,101.0,103.0,104.0,Group Pre — EA day before surgery,Group Usual — usual care alone,p. 422; Table 3,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhu 2022,Pain on movement (NRS),24–48 h,Pain,3,Mean/SD,101.0,101.0,103.0,104.0,Group Pre — EA day before surgery,Group Usual — usual care alone,p. 422; Table 3,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhu 2022,Pain on movement (NRS),48–72 h,Pain,3,Mean/SD,101.0,101.0,103.0,104.0,Group Pre — EA day before surgery,Group Usual — usual care alone,p. 422; Table 3,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhu 2022,Participants requiring metoclopramide rescue antiemetic,0–6 h after surgery,Rescue antiemetic,3,Events/total,101.0,101.0,103.0,104.0,Group Pre — EA day before surgery,Group Usual — usual care alone,p. 420; Table 2,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Methods specify metoclopramide 10 mg as rescue therapy.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhu 2022,Participants requiring metoclopramide rescue antiemetic,6–24 h after surgery,Rescue antiemetic,3,Events/total,101.0,101.0,103.0,104.0,Group Pre — EA day before surgery,Group Usual — usual care alone,p. 420; Table 2,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Methods specify metoclopramide 10 mg as rescue therapy.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhu 2022,Participants requiring metoclopramide rescue antiemetic,24–48 h after surgery,Rescue antiemetic,3,Events/total,101.0,101.0,103.0,104.0,Group Pre — EA day before surgery,Group Usual — usual care alone,p. 420; Table 2,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Methods specify metoclopramide 10 mg as rescue therapy.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhu 2022,Participants requiring postoperative analgesics,0–48 h after surgery,Rescue analgesia,3,Events/total,101.0,101.0,103.0,104.0,Group Pre — EA day before surgery,Group Usual — usual care alone,p. 422; Table 3,"Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Rescue analgesic protocol was flurbiprofen 100 mg when NRS >3; table reports only number of patients, not doses.",INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhu 2022,Postoperative nausea,6-24 h postoperatively,PONV,3,Events/total,101,101,103,104,EA day before surgery,Usual care alone,Table 2,Four-arm RCT; no sham; analysis denominators differ from randomized denominators,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhu 2022,Postoperative nausea incidence,0–6 h after surgery,PONV,3,Events/total,101.0,101.0,103.0,104.0,Group Pre — EA day before surgery,Group Usual — usual care alone,p. 420; Table 2,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhu 2022,Postoperative nausea incidence,24–48 h after surgery,PONV,3,Events/total,101.0,101.0,103.0,104.0,Group Pre — EA day before surgery,Group Usual — usual care alone,p. 420; Table 2,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhu 2022,Postoperative nausea incidence,48–72 h after surgery,PONV,3,Events/total,101.0,101.0,103.0,104.0,Group Pre — EA day before surgery,Group Usual — usual care alone,p. 421; Results text; data not shown,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as zero for all groups in text; no table is shown.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhu 2022,Postoperative vomiting incidence,0–6 h after surgery,PONV,3,Events/total,101.0,101.0,103.0,104.0,Group Pre — EA day before surgery,Group Usual — usual care alone,p. 420; Table 2,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhu 2022,Postoperative vomiting incidence,24–48 h after surgery,PONV,3,Events/total,101.0,101.0,103.0,104.0,Group Pre — EA day before surgery,Group Usual — usual care alone,p. 420; Table 2,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhu 2022,Postoperative vomiting incidence,48–72 h after surgery,PONV,3,Events/total,101.0,101.0,103.0,104.0,Group Pre — EA day before surgery,Group Usual — usual care alone,p. 421; Results text; data not shown,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Counts are stated as zero for all groups in text; no table is shown.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
2 - not currently pooled,Zhu 2022,Time to passage of first flatus,From end of surgery to first flatus,GI recovery,3,Mean/SD,101.0,101.0,103.0,104.0,Group Pre — EA day before surgery,Group Usual — usual care alone,p. 422; Table 3,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,INCLUDE,ROB2_RESULT_SPECIFIC_PENDING
