id	study	contrast	family	outcome	time	type	ni	nc	mi	sdi	mc	sdc	ei	ec	unit	eligibility	QC
AUDIT-0278	Sim 2002	V34_B3_080	Opioid consumption	Postoperative IV PCA morphine in interval	18–24 h	Graph only	30.0	30.0							mg/kg	GRAPH ONLY	Exact numerical interval value is not printed. No visual digitization performed.
AUDIT-0279	Sim 2002	V34_B3_081	Opioid consumption	Postoperative IV PCA morphine in interval	0–6 h	Graph only	30.0	30.0							mg/kg	GRAPH ONLY	Exact numerical interval value is not printed. No visual digitization performed.
AUDIT-0280	Sim 2002	V34_B3_082	Opioid consumption	Postoperative IV PCA morphine in interval	12–18 h	Graph only	30.0	30.0							mg/kg	GRAPH ONLY	Exact numerical interval value is not printed. No visual digitization performed.
AUDIT-0281	Sim 2002	V34_B3_083	Opioid consumption	Postoperative IV PCA morphine in interval	18–24 h	Graph only	30.0	30.0							mg/kg	GRAPH ONLY	Exact numerical interval value is not printed. No visual digitization performed.
AUDIT-0282	Lu 2021	V34_B3_084	Functional recovery	Time to first verbal response	Immediate postoperative recovery	Mean/SD	198.0	188.0	9.1	4.4	9.2	5.1			minutes	INCLUDE	NOT REPORTED
AUDIT-0283	Lu 2021	V34_B3_085	Functional recovery	Time to first verbal response	Immediate postoperative recovery	Mean/SD	190.0	188.0	9.1	4.9	9.2	5.1			minutes	INCLUDE	NOT REPORTED
AUDIT-0284	Lu 2021	V34_B3_086	Functional recovery	Time to extubation	Immediate postoperative recovery	Mean/SD	198.0	188.0	10.4	4.8	10.7	5.9			minutes	INCLUDE	NOT REPORTED
AUDIT-0285	Lu 2021	V34_B3_087	Functional recovery	Time to extubation	Immediate postoperative recovery	Mean/SD	190.0	188.0	10.6	5.2	10.7	5.9			minutes	INCLUDE	NOT REPORTED
AUDIT-0286	Lu 2021	V34_B3_088	Pain	NRS at rest	24 h after surgery	Median/IQR	198.0	188.0							NRS 0–10	NARRATIVE ONLY	INTERNAL SOURCE CONFLICT: Table 3 and Results prose give different omnibus P values. Values are taken from Table 3; both P values are preserved.
AUDIT-0287	Lu 2021	V34_B3_089	Pain	NRS at rest	24 h after surgery	Median/IQR	190.0	188.0							NRS 0–10	NARRATIVE ONLY	INTERNAL SOURCE CONFLICT: Table 3 and Results prose give different omnibus P values. Values are taken from Table 3; both P values are preserved.
AUDIT-0288	Lu 2021	V34_B3_090	Pain	NRS at cough	24 h after surgery	Median/IQR	198.0	188.0							NRS 0–10	NARRATIVE ONLY	INTERNAL SOURCE CONFLICT: Table 3 and Results prose give different omnibus P values. Values are taken from Table 3; both P values are preserved.
AUDIT-0289	Lu 2021	V34_B3_091	Pain	NRS at cough	24 h after surgery	Median/IQR	190.0	188.0							NRS 0–10	NARRATIVE ONLY	INTERNAL SOURCE CONFLICT: Table 3 and Results prose give different omnibus P values. Values are taken from Table 3; both P values are preserved.
AUDIT-0290	Lu 2021	V34_B3_092	Rescue analgesia	Demand for rescue parecoxib	0–24 h	Events/total	198.0	188.0					3.0	7.0	participants	INCLUDE	INTERNAL SOURCE CONFLICT in reported omnibus P value. Rescue protocol: parecoxib sodium 40 mg for NRS >4.
AUDIT-0291	Lu 2021	V34_B3_093	Rescue analgesia	Demand for rescue parecoxib	0–24 h	Events/total	190.0	188.0					4.0	7.0	participants	INCLUDE	INTERNAL SOURCE CONFLICT in reported omnibus P value. Rescue protocol: parecoxib sodium 40 mg for NRS >4.
AUDIT-0292	Lu 2021	V34_B3_094	PONV	Nausea incidence	0–24 h	Events/total	198.0	188.0					38.0	45.0	participants	INCLUDE	NOT REPORTED
AUDIT-0293	Lu 2021	V34_B3_095	PONV	Nausea incidence	0–24 h	Events/total	190.0	188.0					12.0	45.0	participants	INCLUDE	NOT REPORTED
AUDIT-0294	Lu 2021	V34_B3_096	PONV	Vomiting incidence	0–24 h	Events/total	198.0	188.0					21.0	22.0	participants	INCLUDE	NOT REPORTED
AUDIT-0295	Lu 2021	V34_B3_097	PONV	Vomiting incidence	0–24 h	Events/total	190.0	188.0					22.0	22.0	participants	INCLUDE	NOT REPORTED
AUDIT-0296	Lu 2021	V34_B3_098	PONV	PONV severity score	0–24 h	Mean/SD	198.0	188.0	0.4	0.7	0.4	0.7			PONV severity score; scale definition not repeated in Table 3	INCLUDE	NOT REPORTED
AUDIT-0297	Lu 2021	V34_B3_099	PONV	PONV severity score	0–24 h	Mean/SD	190.0	188.0	0.3	0.7	0.4	0.7			PONV severity score; scale definition not repeated in Table 3	INCLUDE	NOT REPORTED
AUDIT-0298	Lu 2021	V34_B3_100	Patient satisfaction	Analgesia satisfaction score	By 24 h after surgery	Mean/SD	198.0	188.0	8.2	1.1	8.2	0.9			satisfaction score; scale range not stated in retrieved table text	HOLD	NOT REPORTED
AUDIT-0299	Lu 2021	V34_B3_101	Patient satisfaction	Analgesia satisfaction score	By 24 h after surgery	Mean/SD	190.0	188.0	8.4	0.9	8.2	0.9			satisfaction score; scale range not stated in retrieved table text	HOLD	NOT REPORTED
AUDIT-0300	Lu 2021	V34_B3_102	Chronic pain	Post-mastectomy chronic pain incidence	3 months	Events/total	198.0	188.0					70.0	75.0	participants	INCLUDE	NOT REPORTED
AUDIT-0301	Lu 2021	V34_B3_103	Chronic pain	Post-mastectomy chronic pain incidence	3 months	Events/total	190.0	188.0					58.0	75.0	participants	INCLUDE	NOT REPORTED
AUDIT-0302	Lu 2021	V34_B3_104	Chronic pain	NRS among participants reporting chronic pain	3 months	Mean/SD	70.0	75.0	2.6	2.0	2.8	2.0			NRS 0–10	HOLD	Subset analysis denominator is the number of participants with chronic pain, not the randomized arm size.
AUDIT-0303	Lu 2021	V34_B3_105	Chronic pain	NRS among participants reporting chronic pain	3 months	Mean/SD	58.0	75.0	2.3	2.0	2.8	2.0			NRS 0–10	HOLD	Subset analysis denominator is the number of participants with chronic pain, not the randomized arm size.
AUDIT-0304	Lu 2021	V34_B3_106	Chronic pain	NRS among participants reporting chronic pain	6 months	Mean/SD	72.0	65.0	2.7	2.0	2.8	1.8			NRS 0–10	HOLD	Subset analysis denominator is the number of participants with chronic pain, not the randomized arm size.
AUDIT-0305	Lu 2021	V34_B3_107	Chronic pain	NRS among participants reporting chronic pain	6 months	Mean/SD	42.0	65.0	2.4	1.9	2.8	1.8			NRS 0–10	HOLD	Subset analysis denominator is the number of participants with chronic pain, not the randomized arm size.
AUDIT-0306	Long 2025	V34_B3_108	Pain	VAS pain intensity	48 h	Mean/SD	27.0	26.0	1.85	0.72	2.65	0.94			VAS 0–10	INCLUDE	NOT REPORTED
AUDIT-0307	Long 2025	V34_B3_109	Length of stay	Hospital stay	Postoperative hospitalization	Mean/SD	27.0	26.0	13.37	3.03	14.77	3.57			days	INCLUDE	NOT REPORTED
AUDIT-0308	Long 2025	V34_B3_110	Functional recovery	Extubation time	Immediate postoperative recovery	Mean/SD	27.0	26.0	7.44	6.03	10.85	8.44			minutes	INCLUDE	NOT REPORTED
AUDIT-0309	Long 2025	V34_B3_111	Functional recovery	Recovery-room stay >30 min	Immediate postoperative recovery	Published percentage	27.0	26.0							percent	NARRATIVE ONLY	Raw event counts are not used because the article reports percentages and the study has group-denominator inconsistencies.
AUDIT-0310	Long 2025	V34_B3_112	Neurocognitive	Perioperative neurocognitive disorder (PND)	POD7	Published event count + percentage; denominator inconsistent							1.0	2.0	participants	HOLD	Table percentages imply denominators C=25 and A=28, whereas study-level analyzed counts elsewhere are C=26 and A=27 and total n=53. Preserve published counts/percentages; do not reconstruct denominato
AUDIT-0311	Long 2025	V34_B3_113	GI adverse event	Stomach pain and distension	Postoperative	Events/total	27.0	26.0					3.0	2.0	participants	INCLUDE	NOT REPORTED
AUDIT-0312	Long 2025	V34_B3_114	Adverse events	Postoperative hypotension	Postoperative	Events/total	27.0	26.0					3.0	1.0	participants	INCLUDE	NOT REPORTED
AUDIT-0313	Long 2025	V34_B3_115	Adverse events	Postoperative hypertension	Postoperative	Events/total	27.0	26.0					3.0	2.0	participants	INCLUDE	NOT REPORTED
AUDIT-0314	Long 2025	V34_B3_116	Adverse events	Tachycardia/bradycardia	Postoperative	Events/total	27.0	26.0					2.0	2.0	participants	INCLUDE	NOT REPORTED
AUDIT-0315	Long 2025	V34_B3_117	Adverse events	Hypoxemia	Postoperative	Events/total	27.0	26.0					0.0	4.0	participants	INCLUDE	NOT REPORTED
AUDIT-0316	Long 2025	V34_B3_118	Adverse events	Headache and vertigo	Postoperative	Events/total	27.0	26.0					5.0	5.0	participants	INCLUDE	NOT REPORTED
AUDIT-0317	Long 2025	V34_B3_119	Adverse events	Delirious agitation	Postoperative	Events/total	27.0	26.0					5.0	3.0	participants	INCLUDE	NOT REPORTED
AUDIT-0318	Sim 2002	V34_B3_120	Opioid consumption	Postoperative IV PCA morphine in interval	6–12 h	Median/IQR width as printed	30.0	30.0							mg/kg	NARRATIVE ONLY	The paper states nonparametric data are presented as median (interquartile range), but prints a single parenthetical IQR value rather than Q1 and Q3. Pairwise P is printed for Group II vs I and II vs 
AUDIT-0319	Sim 2002	V34_B3_121	Intraoperative opioid	Alfentanil requirement rate	Intraoperative	Mean/SD	30.0	30.0	0.58	0.22	0.51	0.21			μg/kg/min	EXCLUDE	The paper reports P=0.024 for Group II vs III and P=0.472 for Group II vs I; it does not print a Group III vs I P value.
AUDIT-0320	Wang 2024	V34_B4_001	PONV	PONV incidence	0–2 h	Events/total	33.0	35.0					13.0	20.0	participants	INCLUDE	NOT REPORTED
AUDIT-0321	Wang 2024	V34_B4_002	PONV	PONV incidence	2–6 h	Events/total	33.0	35.0					12.0	19.0	participants	INCLUDE	NOT REPORTED
AUDIT-0322	Wang 2024	V34_B4_003	PONV	PONV incidence	24–36 h	Events/total	33.0	35.0					0.0	3.0	participants	INCLUDE	For 24–36 h, the table's P value is visually split across the PDF line break as '0.08' + '5'; recorded as 0.085.
AUDIT-0323	Wang 2024	V34_B4_004	PONV	Vomiting incidence	0–6 h combined	Events/total	33.0	35.0					7.0	19.0	participants	INCLUDE	The paper does not provide separate 0–2 h and 2–6 h vomiting counts; only the combined 0–6 h comparison is reported.
AUDIT-0324	Wang 2024	V34_B4_005	PONV	PONV incidence	6–12 h	Events/total	35.0	35.0					2.0	3.0	participants	INCLUDE	NOT REPORTED
AUDIT-0325	Wang 2024	V34_B4_006	PONV	PONV incidence	12–24 h	Events/total	35.0	35.0					2.0	0.0	participants	INCLUDE	NOT REPORTED
AUDIT-0326	Wang 2024	V34_B4_007	PONV	PONV incidence	24–36 h	Events/total	35.0	35.0					0.0	0.0	participants	INCLUDE	NOT REPORTED
AUDIT-0327	Wang 2024	V34_B4_008	Pain	Postoperative pain VAS	2 h	Other (describe)	33.0	35.0							VAS 0–10	NOT REPORTED	Outcome was measured according to Methods, but no treatment-stratum numerical pain result is reported in the accessed article. This is NOT REPORTED, not SOURCE NOT ACCESSED.
AUDIT-0328	Wang 2024	V34_B4_009	Pain	Postoperative pain VAS	6 h	Other (describe)	33.0	35.0							VAS 0–10	NOT REPORTED	Outcome was measured according to Methods, but no treatment-stratum numerical pain result is reported in the accessed article. This is NOT REPORTED, not SOURCE NOT ACCESSED.
AUDIT-0329	Wang 2024	V34_B4_010	Pain	Postoperative pain VAS	12 h	Other (describe)	33.0	35.0							VAS 0–10	NOT REPORTED	Outcome was measured according to Methods, but no treatment-stratum numerical pain result is reported in the accessed article. This is NOT REPORTED, not SOURCE NOT ACCESSED.
AUDIT-0330	Wang 2024	V34_B4_011	Pain	Postoperative pain VAS	24 h	Other (describe)	33.0	35.0							VAS 0–10	NOT REPORTED	Outcome was measured according to Methods, but no treatment-stratum numerical pain result is reported in the accessed article. This is NOT REPORTED, not SOURCE NOT ACCESSED.
AUDIT-0331	Wang 2024	V34_B4_012	Pain	Postoperative pain VAS	36 h	Other (describe)	33.0	35.0							VAS 0–10	NOT REPORTED	Outcome was measured according to Methods, but no treatment-stratum numerical pain result is reported in the accessed article. This is NOT REPORTED, not SOURCE NOT ACCESSED.
AUDIT-0332	Zheng 2025	V34_B4_013	PONV	Nausea incidence	0–2 h	Events/total	42.0	43.0					10.0	21.0	participants	INCLUDE	NOT REPORTED
AUDIT-0333	Zheng 2025	V34_B4_014	PONV	Nausea incidence	2–4 h	Events/total	42.0	43.0					8.0	12.0	participants	INCLUDE	NOT REPORTED
AUDIT-0334	Zheng 2025	V34_B4_015	PONV	Nausea incidence	4–6 h	Events/total	42.0	43.0					5.0	7.0	participants	INCLUDE	NOT REPORTED
AUDIT-0335	Zheng 2025	V34_B4_016	PONV	Nausea incidence	6–24 h	Events/total	42.0	43.0					0.0	0.0	participants	INCLUDE	NOT REPORTED
AUDIT-0336	Zheng 2025	V34_B4_017	PONV	Vomiting incidence	0–2 h	Events/total	42.0	43.0					5.0	11.0	participants	INCLUDE	NOT REPORTED
AUDIT-0337	Zheng 2025	V34_B4_018	PONV	Vomiting incidence	2–4 h	Events/total	42.0	43.0					3.0	5.0	participants	INCLUDE	NOT REPORTED
AUDIT-0338	Zheng 2025	V34_B4_019	PONV	Vomiting incidence	4–6 h	Events/total	42.0	43.0					2.0	4.0	participants	INCLUDE	NOT REPORTED
AUDIT-0339	Zheng 2025	V34_B4_020	PONV	Vomiting incidence	6–24 h	Events/total	42.0	43.0					0.0	1.0	participants	INCLUDE	NOT REPORTED
AUDIT-0340	Zheng 2025	V34_B4_021	Opioid demand	Effective PCIA button presses	Postoperative; exact pump duration not stated	Mean/SD	42.0	43.0	3.8	1.0	4.8	1.6			effective PCIA presses	HOLD	PCIA presses are a proxy for demand, not a measured sufentanil mass.
AUDIT-0341	Zheng 2025	V34_B4_022	Pain	NRS pain score	6 h	Mean/SD	42.0	43.0	2.9	1.1	3.4	1.2			NRS 0–10	INCLUDE	NOT REPORTED
AUDIT-0342	Zheng 2025	V34_B4_023	Pain	NRS pain score	24 h	Mean/SD	42.0	43.0	1.7	0.8	2.2	1.1			NRS 0–10	INCLUDE	INTERNAL SOURCE CONFLICT: prose reports P=0.042 while Table 4 footnote prints bP=0.422. Do not silently correct.
AUDIT-0343	Zheng 2025	V34_B4_024	Pain	NRS pain score	48 h	Mean/SD	42.0	43.0	0.9	0.8	1.0	0.9			NRS 0–10	INCLUDE	No exact between-group P value is printed for 48 h.
AUDIT-0344	Zheng 2025	V34_B4_025	Sleep quality	PSQI score	24 h	Mean/SD	42.0	43.0	11.5	6.9	15.7	8.1			PSQI points	INCLUDE	The article describes sleep quality as improved in TEAS; this extraction preserves the printed scores without reinterpreting the scale.
AUDIT-0345	Zheng 2025	V34_B4_026	Sleep quality	PSQI score	48 h	Mean/SD	42.0	43.0	7.4	5.2	10.6	5.4			PSQI points	INCLUDE	The article describes sleep quality as improved in TEAS; this extraction preserves the printed scores without reinterpreting the scale.
AUDIT-0346	Zheng 2025	V34_B4_027	GI recovery	Time to first borborygmus	Postoperative	Mean/SD	42.0	43.0	19.2	3.3	27.6	2.7			hours	INCLUDE	Table note specifies mean (SD) for these rows.
AUDIT-0347	Zheng 2025	V34_B4_028	GI recovery	Time to first flatus	Postoperative	Mean/SD	42.0	43.0	24.2	2.5	31.6	4.4			hours	INCLUDE	Table note specifies mean (SD) for these rows.
AUDIT-0348	Zheng 2025	V34_B4_029	Functional recovery	Wake-up time	Postoperative	Mean/SD	42.0	43.0	12.9	2.5	13.0	2.4			minutes	INCLUDE	Table note specifies mean (SD) for these rows.
AUDIT-0349	Zheng 2025	V34_B4_030	Functional recovery	PACU stay time	Postoperative	Mean/SD	42.0	43.0	26.8	4.4	28.0	8.1			minutes	INCLUDE	Table note specifies mean (SD) for these rows.
AUDIT-0350	Zheng 2025	V34_B4_031	Length of stay	Hospital stay duration	Postoperative hospitalization	Median/IQR	42.0	43.0							days	NARRATIVE ONLY	NOT REPORTED
AUDIT-0351	Zheng 2025	V34_B4_032	Adverse events	Fever	Postoperative	Events/total	42.0	43.0					6.0	8.0	participants	INCLUDE	NOT REPORTED
AUDIT-0352	Zheng 2025	V34_B4_033	Adverse events	Dizziness and headache	Postoperative	Events/total	42.0	43.0					2.0	3.0	participants	INCLUDE	NOT REPORTED
AUDIT-0353	Zheng 2025	V34_B4_034	Adverse events	Drowsiness	Postoperative	Events/total	42.0	43.0					0.0	0.0	participants	INCLUDE	NOT REPORTED
AUDIT-0354	Zheng 2025	V34_B4_035	Quality of recovery	Global QoR-40	6 h	Graph only	42.0	43.0							QoR-40 points	GRAPH ONLY	Do not visually digitize. The text reports the between-group significance but not exact group mean/SD for this timepoint.
AUDIT-0355	Zheng 2025	V34_B4_036	Quality of recovery	Global QoR-40	24 h	Graph only	42.0	43.0							QoR-40 points	GRAPH ONLY	Do not visually digitize. The text reports the between-group significance but not exact group mean/SD for this timepoint.
AUDIT-0356	Zheng 2025	V34_B4_037	Quality of recovery	Global QoR-40	48 h	Mean; SD not numerically reported	42.0	43.0	184.0		181.0				QoR-40 points	HOLD	Figure 2 shows mean±SD graphically, but exact SD values are not printed in text/table; no visual digitization performed.
AUDIT-0357	Zheng 2025	V34_B4_038	Rescue analgesia	Emergency rescue analgesia events	Postoperative; exact window not stated	Other (describe)	42.0	43.0							events	NOT REPORTED	The accessed Table 3 does not print the numeric rescue-analgesia counts. Record as NOT REPORTED rather than zero.
AUDIT-0358	Yu 2020	V34_B4_039	Quality of recovery	Global QoR-40	Postoperative day 2 (~48 h)	Mean/SD	30.0	30.0	191.4	5.74	187.73	5.47			QoR-40 points	INCLUDE	NOT REPORTED
AUDIT-0359	Yu 2020	V34_B4_040	PONV	Any nausea and/or vomiting	0–24 h	Events/total	30.0	30.0					7.0	17.0	participants	INCLUDE	NOT REPORTED
AUDIT-0360	Yu 2020	V34_B4_041	Rescue antiemetic	Participants requiring tropisetron rescue	0–24 h	Events/total	30.0	30.0					7.0	16.0	participants	INCLUDE	The Results text specifies tropisetron as the rescue antiemetic.
AUDIT-0361	Yu 2020	V34_B4_042	Cognitive recovery	MMSE score	Postoperative day 1 (~24 h)	Mean/SD	30.0	30.0	26.1	2.78	24.6	2.35			MMSE 0–30	INCLUDE	The Results prose oddly states scores were 'significantly lower in the TEAS group' although the printed TEAS means are higher; numerical values are preserved.
AUDIT-0362	Yu 2020	V34_B4_043	Cognitive recovery	MMSE score	Postoperative day 2 (~48 h)	Mean/SD	30.0	30.0	27.83	2.73	26.53	2.94			MMSE 0–30	INCLUDE	The Results prose oddly states scores were 'significantly lower in the TEAS group' although the printed TEAS means are higher; numerical values are preserved.
