lock_id,target,endpoint_stratum,study,comparison_id,intervention,comparator,outcome,time_window,data_type,n_i,n_c,mean_i,sd_i,median_i,q1_i,q3_i,events_i,mean_c,sd_c,median_c,q1_c,q3_c,events_c,unit,reported_p,derived_effect_measure,derived_effect,rob_overall,include_strict,include_sensitivity,narrative_only,author_priority,p1_disposition,analysis_action,overlap_family,hold_reason,shared_control_issue,source_qc,record_status,source_url,v34_record_id
,V34_NEW_RESULT,Pain — unspecified context,Wang 2024,V34_B4_010,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),Postoperative pain VAS,12 h,Other (describe),33.0,35.0,,,,,,,,,,,,,VAS 0–10,NOT REPORTED,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,Accessed source does not supply the requested numerical result.,,"Outcome was measured according to Methods, but no treatment-stratum numerical pain result is reported in the accessed article. This is NOT REPORTED, not SOURCE NOT ACCESSED.","SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1U8tkq6mKFO0IkA2glfgLjN4Krwku3FZn/view?usp=drivesdk,AUDIT-0329
,V34_NEW_RESULT,Pain — unspecified context,Wang 2024,V34_B4_011,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),Postoperative pain VAS,24 h,Other (describe),33.0,35.0,,,,,,,,,,,,,VAS 0–10,NOT REPORTED,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,Accessed source does not supply the requested numerical result.,,"Outcome was measured according to Methods, but no treatment-stratum numerical pain result is reported in the accessed article. This is NOT REPORTED, not SOURCE NOT ACCESSED.","SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1U8tkq6mKFO0IkA2glfgLjN4Krwku3FZn/view?usp=drivesdk,AUDIT-0330
,V34_NEW_RESULT,Pain — unspecified context,Wang 2024,V34_B4_012,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),Postoperative pain VAS,36 h,Other (describe),33.0,35.0,,,,,,,,,,,,,VAS 0–10,NOT REPORTED,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,Accessed source does not supply the requested numerical result.,,"Outcome was measured according to Methods, but no treatment-stratum numerical pain result is reported in the accessed article. This is NOT REPORTED, not SOURCE NOT ACCESSED.","SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1U8tkq6mKFO0IkA2glfgLjN4Krwku3FZn/view?usp=drivesdk,AUDIT-0331
,V34_NEW_RESULT,Nausea,Zheng 2025,V34_B4_013,Perioperative TEAS,Sham/no current,Nausea incidence,0–2 h,Events/total,42.0,43.0,,,,,,10.0,,,,,,21.0,participants,0.013,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,NOT REPORTED,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0332
,V34_NEW_RESULT,Nausea,Zheng 2025,V34_B4_014,Perioperative TEAS,Sham/no current,Nausea incidence,2–4 h,Events/total,42.0,43.0,,,,,,8.0,,,,,,12.0,participants,0.351,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,NOT REPORTED,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0333
,V34_NEW_RESULT,Nausea,Zheng 2025,V34_B4_015,Perioperative TEAS,Sham/no current,Nausea incidence,4–6 h,Events/total,42.0,43.0,,,,,,5.0,,,,,,7.0,participants,0.561,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,NOT REPORTED,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0334
,V34_NEW_RESULT,Nausea,Zheng 2025,V34_B4_016,Perioperative TEAS,Sham/no current,Nausea incidence,6–24 h,Events/total,42.0,43.0,,,,,,0.0,,,,,,0.0,participants,0.999,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,NOT REPORTED,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0335
,V34_NEW_RESULT,Vomiting,Zheng 2025,V34_B4_017,Perioperative TEAS,Sham/no current,Vomiting incidence,0–2 h,Events/total,42.0,43.0,,,,,,5.0,,,,,,11.0,participants,0.100,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,NOT REPORTED,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0336
,V34_NEW_RESULT,Vomiting,Zheng 2025,V34_B4_018,Perioperative TEAS,Sham/no current,Vomiting incidence,2–4 h,Events/total,42.0,43.0,,,,,,3.0,,,,,,5.0,participants,0.477,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,NOT REPORTED,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0337
,V34_NEW_RESULT,Vomiting,Zheng 2025,V34_B4_019,Perioperative TEAS,Sham/no current,Vomiting incidence,4–6 h,Events/total,42.0,43.0,,,,,,2.0,,,,,,4.0,participants,0.410,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,NOT REPORTED,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0338
,V34_NEW_RESULT,Vomiting,Zheng 2025,V34_B4_020,Perioperative TEAS,Sham/no current,Vomiting incidence,6–24 h,Events/total,42.0,43.0,,,,,,0.0,,,,,,1.0,participants,0.312,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,NOT REPORTED,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0339
,V34_NEW_RESULT,PCA/PCIA button presses,Zheng 2025,V34_B4_021,Perioperative TEAS,Sham/no current,Effective PCIA button presses,Postoperative; exact pump duration not stated,Mean/SD,42.0,43.0,3.8,1.0,,,,,4.8,1.6,,,,,effective PCIA presses,0.039,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Unresolved source statistic, denominator or timepoint.",,"PCIA presses are a proxy for demand, not a measured sufentanil mass.","SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0340
,V34_NEW_RESULT,Pain — unspecified context,Zheng 2025,V34_B4_022,Perioperative TEAS,Sham/no current,NRS pain score,6 h,Mean/SD,42.0,43.0,2.9,1.1,,,,,3.4,1.2,,,,,NRS 0–10,0.022,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,NOT REPORTED,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0341
,V34_NEW_RESULT,Pain — unspecified context,Zheng 2025,V34_B4_023,Perioperative TEAS,Sham/no current,NRS pain score,24 h,Mean/SD,42.0,43.0,1.7,0.8,,,,,2.2,1.1,,,,,NRS 0–10,Results prose: 0.042; Table 4 footnote: 0.422,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,INTERNAL SOURCE CONFLICT: prose reports P=0.042 while Table 4 footnote prints bP=0.422. Do not silently correct.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0342
,V34_NEW_RESULT,Pain — unspecified context,Zheng 2025,V34_B4_024,Perioperative TEAS,Sham/no current,NRS pain score,48 h,Mean/SD,42.0,43.0,0.9,0.8,,,,,1.0,0.9,,,,,NRS 0–10,NOT REPORTED,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,No exact between-group P value is printed for 48 h.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0343
,V34_NEW_RESULT,Sleep quality,Zheng 2025,V34_B4_025,Perioperative TEAS,Sham/no current,PSQI score,24 h,Mean/SD,42.0,43.0,11.5,6.9,,,,,15.7,8.1,,,,,PSQI points,0.015,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,The article describes sleep quality as improved in TEAS; this extraction preserves the printed scores without reinterpreting the scale.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0344
,V34_NEW_RESULT,Sleep quality,Zheng 2025,V34_B4_026,Perioperative TEAS,Sham/no current,PSQI score,48 h,Mean/SD,42.0,43.0,7.4,5.2,,,,,10.6,5.4,,,,,PSQI points,0.024,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,The article describes sleep quality as improved in TEAS; this extraction preserves the printed scores without reinterpreting the scale.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0345
,V34_NEW_RESULT,GI recovery,Zheng 2025,V34_B4_027,Perioperative TEAS,Sham/no current,Time to first borborygmus,Postoperative,Mean/SD,42.0,43.0,19.2,3.3,,,,,27.6,2.7,,,,,hours,0.035,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Table note specifies mean (SD) for these rows.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0346
,V34_NEW_RESULT,GI — first flatus,Zheng 2025,V34_B4_028,Perioperative TEAS,Sham/no current,Time to first flatus,Postoperative,Mean/SD,42.0,43.0,24.2,2.5,,,,,31.6,4.4,,,,,hours,0.003,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Table note specifies mean (SD) for these rows.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0347
,V34_NEW_RESULT,Functional recovery,Zheng 2025,V34_B4_029,Perioperative TEAS,Sham/no current,Wake-up time,Postoperative,Mean/SD,42.0,43.0,12.9,2.5,,,,,13.0,2.4,,,,,minutes,0.476,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Table note specifies mean (SD) for these rows.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0348
,V34_NEW_RESULT,Functional recovery — PACU,Zheng 2025,V34_B4_030,Perioperative TEAS,Sham/no current,PACU stay time,Postoperative,Mean/SD,42.0,43.0,26.8,4.4,,,,,28.0,8.1,,,,,minutes,0.156,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,Table note specifies mean (SD) for these rows.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0349
,V34_NEW_RESULT,LOS,Zheng 2025,V34_B4_031,Perioperative TEAS,Sham/no current,Hospital stay duration,Postoperative hospitalization,Median/IQR,42.0,43.0,,,4.0,3.0,5.0,,,,4.0,3.0,5.0,,days,0.722,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,,NOT REPORTED,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0350
,V34_NEW_RESULT,Adverse events,Zheng 2025,V34_B4_032,Perioperative TEAS,Sham/no current,Fever,Postoperative,Events/total,42.0,43.0,,,,,,6.0,,,,,,8.0,participants,0.243,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,NOT REPORTED,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0351
,V34_NEW_RESULT,Adverse events,Zheng 2025,V34_B4_033,Perioperative TEAS,Sham/no current,Dizziness and headache,Postoperative,Events/total,42.0,43.0,,,,,,2.0,,,,,,3.0,participants,0.061,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,NOT REPORTED,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0352
,V34_NEW_RESULT,Adverse events,Zheng 2025,V34_B4_034,Perioperative TEAS,Sham/no current,Drowsiness,Postoperative,Events/total,42.0,43.0,,,,,,0.0,,,,,,0.0,participants,NOT REPORTED,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,NOT REPORTED,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0353
,V34_NEW_RESULT,QoR-40,Zheng 2025,V34_B4_035,Perioperative TEAS,Sham/no current,Global QoR-40,6 h,Graph only,42.0,43.0,,,,,,,,,,,,,QoR-40 points,0.068,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,No new graph digitization; historical digitized data require their original validation before pooling.,,Do not visually digitize. The text reports the between-group significance but not exact group mean/SD for this timepoint.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0354
,V34_NEW_RESULT,QoR-40,Zheng 2025,V34_B4_036,Perioperative TEAS,Sham/no current,Global QoR-40,24 h,Graph only,42.0,43.0,,,,,,,,,,,,,QoR-40 points,<0.0001,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,No new graph digitization; historical digitized data require their original validation before pooling.,,Do not visually digitize. The text reports the between-group significance but not exact group mean/SD for this timepoint.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0355
,V34_NEW_RESULT,QoR-40,Zheng 2025,V34_B4_037,Perioperative TEAS,Sham/no current,Global QoR-40,48 h,Mean; SD not numerically reported,42.0,43.0,184.0,,,,,,181.0,,,,,,QoR-40 points,Overall 48-h ANOVA P<0.001; multiple-comparison P=0.010,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,Nonstandard or incomplete statistic; no inferred quantities.,,"Figure 2 shows mean±SD graphically, but exact SD values are not printed in text/table; no visual digitization performed.","SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0356
,V34_NEW_RESULT,Rescue analgesia — drug class unresolved,Zheng 2025,V34_B4_038,Perioperative TEAS,Sham/no current,Emergency rescue analgesia events,Postoperative; exact window not stated,Other (describe),42.0,43.0,,,,,,,,,,,,,events,>0.05,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,Accessed source does not supply the requested numerical result.,,The accessed Table 3 does not print the numeric rescue-analgesia counts. Record as NOT REPORTED rather than zero.,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,AUDIT-0357
,V34_NEW_RESULT,QoR-40,Yu 2020,V34_B4_039,Preoperative TEAS,Control/no current (electrodes applied),Global QoR-40,Postoperative day 2 (~48 h),Mean/SD,30.0,30.0,191.4,5.74,,,,,187.73,5.47,,,,,QoR-40 points,0.015,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,NOT REPORTED,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1fXpHc9FzhpPCkXto8c5lfcLoA3ROdOEz/view?usp=drivesdk,AUDIT-0358
,V34_NEW_RESULT,PONV composite,Yu 2020,V34_B4_040,Preoperative TEAS,Control/no current (electrodes applied),Any nausea and/or vomiting,0–24 h,Events/total,30.0,30.0,,,,,,7.0,,,,,,17.0,participants,<0.01,,,ROB2_RESULT_SPECIFIC_PENDING,0,0,1,,,See V34_Secondary_Ready; no inherited AF lock,,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",,NOT REPORTED,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",https://drive.google.com/file/d/1fXpHc9FzhpPCkXto8c5lfcLoA3ROdOEz/view?usp=drivesdk,AUDIT-0359
