Canonical study,Comparison ID,Intervention arm,Comparator arm,Outcome family,Outcome/result,Timepoint/window,Data type,Randomized n intervention,Randomized n comparator,Analyzed n intervention,Analyzed n comparator,Mean intervention,SD intervention,Median intervention,Q1 intervention,Q3 intervention,Events intervention,Mean comparator,SD comparator,Median comparator,Q1 comparator,Q3 comparator,Events comparator,Unit/scale,Reported P,Directly reported?,Derived/converted?,Derived effect measure,Derived effect,Exact 0-24 h postoperative opioid?,Primary opioid meta-analysis eligible?,Other analysis eligibility,Shared-control / multi-arm issue,Source-QC issue,Source location,Source PDF URL,Record status,V34 record ID,V34 audit row,V34 disposition,Raw statistic intervention,Raw dispersion intervention,Raw statistic comparator,Raw dispersion comparator,Minimum intervention,Maximum intervention,Minimum comparator,Maximum comparator,IQR width intervention,IQR width comparator,Analysis population,V34 source filename,V34 source quote,V34 eligibility,V34 eligibility reason,V34 RoB2 status,V34 endpoint class,V34 modality,V34 comparator class,V34 time class
Lu 2021,V34_B3_094,Single PC6 TEAS,Sham/no current,PONV,Nausea incidence,0–24 h,Events/total,198.0,188.0,198.0,188.0,,,,,,38.0,,,,,,45.0,participants,<0.001,Yes,No,,,No,No,"INCLUDE — Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",Yes — shared comparator; select one contrast per model,NOT REPORTED,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0292,292,ADDED,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,,,,,,,Intention-to-treat,covidence_414_full_article.pdf,Nausea incidence: sham 45/188; single 38/198; combined 12/190.,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Nausea,TEAS,Sham,0-24h
Lu 2021,V34_B3_095,Combined PC6+CV17 TEAS,Sham/no current,PONV,Nausea incidence,0–24 h,Events/total,190.0,188.0,190.0,188.0,,,,,,12.0,,,,,,45.0,participants,<0.001,Yes,No,,,No,No,"INCLUDE — Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",Yes — shared comparator; select one contrast per model,NOT REPORTED,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0293,293,ADDED,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,,,,,,,Intention-to-treat,covidence_414_full_article.pdf,Nausea incidence: sham 45/188; single 38/198; combined 12/190.,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Nausea,TEAS,Sham,0-24h
Lu 2021,V34_B3_096,Single PC6 TEAS,Sham/no current,PONV,Vomiting incidence,0–24 h,Events/total,198.0,188.0,198.0,188.0,,,,,,21.0,,,,,,22.0,participants,0.93,Yes,No,,,No,No,"INCLUDE — Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",Yes — shared comparator; select one contrast per model,NOT REPORTED,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0294,294,ADDED,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,,,,,,,Intention-to-treat,covidence_414_full_article.pdf,Vomiting incidence: sham 22/188; single 21/198; combined 22/190.,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Vomiting,TEAS,Sham,0-24h
Lu 2021,V34_B3_097,Combined PC6+CV17 TEAS,Sham/no current,PONV,Vomiting incidence,0–24 h,Events/total,190.0,188.0,190.0,188.0,,,,,,22.0,,,,,,22.0,participants,0.93,Yes,No,,,No,No,"INCLUDE — Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",Yes — shared comparator; select one contrast per model,NOT REPORTED,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0295,295,ADDED,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,,,,,,,Intention-to-treat,covidence_414_full_article.pdf,Vomiting incidence: sham 22/188; single 21/198; combined 22/190.,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Vomiting,TEAS,Sham,0-24h
Lu 2021,V34_B3_098,Single PC6 TEAS,Sham/no current,PONV,PONV severity score,0–24 h,Mean/SD,198.0,188.0,198.0,188.0,0.4,0.7,,,,,0.4,0.7,,,,,PONV severity score; scale definition not repeated in Table 3,0.03,Yes,No,,,No,No,"INCLUDE — Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",Yes — shared comparator; select one contrast per model,NOT REPORTED,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0296,296,ADDED,0.4,0.7,0.4,0.7,,,,,,,Intention-to-treat,covidence_414_full_article.pdf,Score of PONV: sham 0.4±0.7; single 0.4±0.7; combined 0.3±0.7; omnibus P=0.03.,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,PONV severity,TEAS,Sham,0-24h
Lu 2021,V34_B3_099,Combined PC6+CV17 TEAS,Sham/no current,PONV,PONV severity score,0–24 h,Mean/SD,190.0,188.0,190.0,188.0,0.3,0.7,,,,,0.4,0.7,,,,,PONV severity score; scale definition not repeated in Table 3,0.03,Yes,No,,,No,No,"INCLUDE — Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",Yes — shared comparator; select one contrast per model,NOT REPORTED,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0297,297,ADDED,0.3,0.7,0.4,0.7,,,,,,,Intention-to-treat,covidence_414_full_article.pdf,Score of PONV: sham 0.4±0.7; single 0.4±0.7; combined 0.3±0.7; omnibus P=0.03.,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,PONV severity,TEAS,Sham,0-24h
Lu 2021,V34_B3_100,Single PC6 TEAS,Sham/no current,Patient satisfaction,Analgesia satisfaction score,By 24 h after surgery,Mean/SD,198.0,188.0,198.0,188.0,8.2,1.1,,,,,8.2,0.9,,,,,satisfaction score; scale range not stated in retrieved table text,0.16,Yes,No,,,No,No,"HOLD — Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",Yes — shared comparator; select one contrast per model,NOT REPORTED,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0298,298,AMBIGUOUS_HOLD,8.2,1.1,8.2,0.9,,,,,,,Intention-to-treat,covidence_414_full_article.pdf,Patient satisfaction: sham 8.2±0.9; single 8.2±1.1; combined 8.4±0.9; P=0.16.,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Patient satisfaction,TEAS,Sham,by 24h after surgery
Lu 2021,V34_B3_101,Combined PC6+CV17 TEAS,Sham/no current,Patient satisfaction,Analgesia satisfaction score,By 24 h after surgery,Mean/SD,190.0,188.0,190.0,188.0,8.4,0.9,,,,,8.2,0.9,,,,,satisfaction score; scale range not stated in retrieved table text,0.16,Yes,No,,,No,No,"HOLD — Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",Yes — shared comparator; select one contrast per model,NOT REPORTED,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0299,299,AMBIGUOUS_HOLD,8.4,0.9,8.2,0.9,,,,,,,Intention-to-treat,covidence_414_full_article.pdf,Patient satisfaction: sham 8.2±0.9; single 8.2±1.1; combined 8.4±0.9; P=0.16.,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Patient satisfaction,TEAS,Sham,by 24h after surgery
Lu 2021,V34_B3_102,Single PC6 TEAS,Sham/no current,Chronic pain,Post-mastectomy chronic pain incidence,3 months,Events/total,198.0,188.0,198.0,188.0,,,,,,70.0,,,,,,75.0,participants,0.17,Yes,No,,,No,No,"INCLUDE — Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",Yes — shared comparator; select one contrast per model,NOT REPORTED,"Journal of Clinical Anesthesia 74 (2021), Table 2; Table 2",https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0300,300,ADDED,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,,,,,,,Intention-to-treat,covidence_414_full_article.pdf,Chronic pain at 3 months: sham 75/188; single 70/198; combined 58/190.,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Chronic pain,TEAS,Sham,3 months
Lu 2021,V34_B3_103,Combined PC6+CV17 TEAS,Sham/no current,Chronic pain,Post-mastectomy chronic pain incidence,3 months,Events/total,190.0,188.0,190.0,188.0,,,,,,58.0,,,,,,75.0,participants,0.17,Yes,No,,,No,No,"INCLUDE — Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",Yes — shared comparator; select one contrast per model,NOT REPORTED,"Journal of Clinical Anesthesia 74 (2021), Table 2; Table 2",https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0301,301,ADDED,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,,,,,,,Intention-to-treat,covidence_414_full_article.pdf,Chronic pain at 3 months: sham 75/188; single 70/198; combined 58/190.,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Chronic pain,TEAS,Sham,3 months
Lu 2021,V34_B3_104,Single PC6 TEAS,Sham/no current,Chronic pain,NRS among participants reporting chronic pain,3 months,Mean/SD,198.0,188.0,70.0,75.0,2.6,2.0,,,,,2.8,2.0,,,,,NRS 0–10,0.04,Yes,No,,,No,No,"HOLD — Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",Yes — shared comparator; select one contrast per model,"Subset analysis denominator is the number of participants with chronic pain, not the randomized arm size.","Journal of Clinical Anesthesia 74 (2021), Table 2; Table 2",https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0302,302,AMBIGUOUS_HOLD,2.6,2.0,2.8,2.0,,,,,,,Subset with chronic pain,covidence_414_full_article.pdf,NRS among chronic-pain patients at 3 months: sham 2.8±2.0 (n=75); active 2.6±2.0 (n=70).,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Chronic pain,TEAS,Sham,3 months
Lu 2021,V34_B3_105,Combined PC6+CV17 TEAS,Sham/no current,Chronic pain,NRS among participants reporting chronic pain,3 months,Mean/SD,190.0,188.0,58.0,75.0,2.3,2.0,,,,,2.8,2.0,,,,,NRS 0–10,0.04,Yes,No,,,No,No,"HOLD — Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",Yes — shared comparator; select one contrast per model,"Subset analysis denominator is the number of participants with chronic pain, not the randomized arm size.","Journal of Clinical Anesthesia 74 (2021), Table 2; Table 2",https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0303,303,AMBIGUOUS_HOLD,2.3,2.0,2.8,2.0,,,,,,,Subset with chronic pain,covidence_414_full_article.pdf,NRS among chronic-pain patients at 3 months: sham 2.8±2.0 (n=75); active 2.3±2.0 (n=58).,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Chronic pain,TEAS,Sham,3 months
Lu 2021,V34_B3_106,Single PC6 TEAS,Sham/no current,Chronic pain,NRS among participants reporting chronic pain,6 months,Mean/SD,198.0,188.0,72.0,65.0,2.7,2.0,,,,,2.8,1.8,,,,,NRS 0–10,0.31,Yes,No,,,No,No,"HOLD — Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",Yes — shared comparator; select one contrast per model,"Subset analysis denominator is the number of participants with chronic pain, not the randomized arm size.","Journal of Clinical Anesthesia 74 (2021), Table 2; Table 2",https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0304,304,AMBIGUOUS_HOLD,2.7,2.0,2.8,1.8,,,,,,,Subset with chronic pain,covidence_414_full_article.pdf,NRS among chronic-pain patients at 6 months: sham 2.8±1.8 (n=65); active 2.7±2.0 (n=72).,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Chronic pain,TEAS,Sham,6 months
Lu 2021,V34_B3_107,Combined PC6+CV17 TEAS,Sham/no current,Chronic pain,NRS among participants reporting chronic pain,6 months,Mean/SD,190.0,188.0,42.0,65.0,2.4,1.9,,,,,2.8,1.8,,,,,NRS 0–10,0.31,Yes,No,,,No,No,"HOLD — Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",Yes — shared comparator; select one contrast per model,"Subset analysis denominator is the number of participants with chronic pain, not the randomized arm size.","Journal of Clinical Anesthesia 74 (2021), Table 2; Table 2",https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0305,305,AMBIGUOUS_HOLD,2.4,1.9,2.8,1.8,,,,,,,Subset with chronic pain,covidence_414_full_article.pdf,NRS among chronic-pain patients at 6 months: sham 2.8±1.8 (n=65); active 2.4±1.9 (n=42).,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Chronic pain,TEAS,Sham,6 months
Long 2025,V34_B3_108,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),Pain,VAS pain intensity,48 h,Mean/SD,30.0,30.0,27.0,26.0,1.85,0.72,,,,,2.65,0.94,,,,,VAS 0–10,0.001,Yes,No,,,No,No,"INCLUDE — Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",No (preserve trial strata where specified),NOT REPORTED,"Injury 56 (2025), p. 9; Table 7",https://drive.google.com/file/d/1LDqtQLq9-kZLP0Vv_G3iiK8QKjy4pRXP/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0306,306,ADDED,1.85,0.72,2.65,0.94,,,,,,,Available-case analysis; source denominator inconsistencies noted,1-s2.0-S0020138325005200.pdf,VAS 48 h: Group C 2.65±0.94 vs Group A 1.85±0.72; P=0.001.,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Pain — unspecified context,EA,Sham,48h
Long 2025,V34_B3_109,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),Length of stay,Hospital stay,Postoperative hospitalization,Mean/SD,30.0,30.0,27.0,26.0,13.37,3.03,,,,,14.77,3.57,,,,,days,0.130,Yes,No,,,No,No,"INCLUDE — Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",No (preserve trial strata where specified),NOT REPORTED,"Injury 56 (2025), p. 9; Table 7",https://drive.google.com/file/d/1LDqtQLq9-kZLP0Vv_G3iiK8QKjy4pRXP/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0307,307,ADDED,13.37,3.03,14.77,3.57,,,,,,,Available-case analysis; source denominator inconsistencies noted,1-s2.0-S0020138325005200.pdf,Hospital stay: Group C 14.77±3.57 vs Group A 13.37±3.03 days; P=0.130.,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,LOS,EA,Sham,postoperative hospitalization
Long 2025,V34_B3_110,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),Functional recovery,Extubation time,Immediate postoperative recovery,Mean/SD,30.0,30.0,27.0,26.0,7.44,6.03,,,,,10.85,8.44,,,,,minutes,0.097,Yes,No,,,No,No,"INCLUDE — Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",No (preserve trial strata where specified),NOT REPORTED,"Injury 56 (2025), Table 5 / Results; Table 5",https://drive.google.com/file/d/1LDqtQLq9-kZLP0Vv_G3iiK8QKjy4pRXP/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0308,308,ADDED,7.44,6.03,10.85,8.44,,,,,,,Available-case analysis; source denominator inconsistencies noted,1-s2.0-S0020138325005200.pdf,Extubation time: Group C 10.85±8.44 min vs Group A 7.44±6.03 min; P=0.097.,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Functional recovery,EA,Sham,immediate postoperative recovery
Long 2025,V34_B3_111,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),Functional recovery,Recovery-room stay >30 min,Immediate postoperative recovery,Published percentage,30.0,30.0,27.0,26.0,,,,,,,,,,,,,percent,0.336,Yes,No,,,No,No,NARRATIVE ONLY — Printed percentage/CI retained; event counts not reverse-engineered.,No (preserve trial strata where specified),Raw event counts are not used because the article reports percentages and the study has group-denominator inconsistencies.,"Injury 56 (2025), Table 5 / Results; Table 5",https://drive.google.com/file/d/1LDqtQLq9-kZLP0Vv_G3iiK8QKjy4pRXP/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0309,309,NOT_ANALYSIS_ELIGIBLE,29.6,NOT REPORTED,42.3,NOT REPORTED,,,,,,,Available-case analysis; source denominator inconsistencies noted,1-s2.0-S0020138325005200.pdf,Recovery-room stay >30 min: Group C 42.3% vs Group A 29.6%; P=0.336.,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,Functional recovery — PACU,EA,Sham,immediate postoperative recovery
