Canonicalstudy,ComparisonID,Interventionarm,Comparatorarm,Outcomefamily,Outcomeresult,Timepointwindow,Datatype,Randomizednintervention,Randomizedncomparator,Analyzednintervention,Analyzedncomparator,Meanintervention,SDintervention,Medianintervention,Q1intervention,Q3intervention,Eventsintervention,Meancomparator,SDcomparator,Mediancomparator,Q1comparator,Q3comparator,Eventscomparator,Unitscale,ReportedP,Directlyreported,Derivedconverted,Derivedeffectmeasure,Derivedeffect,Exact024hpostoperativeopioi,Primaryopioidmetaanalysiseli,Otheranalysiseligibility,Sharedcontrolmultiarmissue,SourceQCissue,Sourcelocation,SourcePDFURL,Recordstatus,AFlockIDs,AFtargets,AFendpointstratums,AFreconciliationactions,AFincludestrict,AFincludesensitivity,AFoverallRoB,AFunresolvedpriority,AFholdexcludenote,AFsourcetruthresults
Chen 2020,CHEN20_TEAS_vs_SHAM_PCAATT48,Perioperative TEAS,Sham low/zero-current protocol,Opioid demand,Total PCIA attempts over 48-h course,0-48 h,Mean/SD,40,40,40,40,4.83,1.06,,,,,14.05,2.01,,,,,pump attempts,<0.001,Yes,No,MD,-9.220000000000001,No,No,Target F exploratory PCA-behavior outcome; High result-specific RoB,No,"Patient-generated behavior; active stimulation above sensory threshold, sham below threshold.",Secondary endpoints / 48-h PCIA attempts,https://drive.google.com/file/d/1y0_cC1NCl5g2vYxDMOtYmxVA_YEE-rsR/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED / HIGH ROB,F-PCA-001,F-PCA,F_PCA_behavior,NORMALIZED_V22,0,1,High,,,4.83±1.06 /4.58±0.93 vs14.05±2.01 /7.48±1.18
Chen 2020,CHEN20_TEAS_vs_SHAM_PCAEFF48,Perioperative TEAS,Sham low/zero-current protocol,Opioid demand,Effective PCIA attempts over 48-h course,0-48 h,Mean/SD,40,40,40,40,4.58,.93,,,,,7.48,1.18,,,,,pump attempts,<0.001,Yes,No,MD,-2.9,No,No,Target F exploratory PCA-behavior outcome; High result-specific RoB,No,"Patient-generated behavior; active stimulation above sensory threshold, sham below threshold.",Secondary endpoints / 48-h PCIA attempts,https://drive.google.com/file/d/1y0_cC1NCl5g2vYxDMOtYmxVA_YEE-rsR/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED / HIGH ROB,F-PCA-001,F-PCA,F_PCA_behavior,NORMALIZED_V22,0,1,High,,,4.83±1.06 /4.58±0.93 vs14.05±2.01 /7.48±1.18
Lee 2011,LEE11_LOW_vs_SHAM_PCADEMAND24,Low-frequency dense-sparse SSP,Sham SSP,Opioid demand,Total PCA demands,0-24 h,Mean/SD,12,12,10,12,41.6,36.47,,,,,74.18000000000001,39.33,,,,,PCA demands,Direct active-vs-sham pairwise P not reported,Yes,No,MD,-32.58000000000001,No,No,Target F exploratory PCA-behavior outcome,Yes,Four-arm study; preserve shared sham control. Two low-frequency participants excluded.,PCA-demand table / total 24-h demands,https://drive.google.com/file/d/1kQDSBtx3OpFOsim5oUMwhpfHOqaMy8Q9/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED,F-PCA-008,F-PCA,F_PCA_behavior,NORMALIZED_V22,0,1,Some concerns,P2,,Sham74.18±39.33; high52.17±21.87; low41.60±36.47
Lee 2011,LEE11_HIGH_vs_SHAM_PCADEMAND24,100-Hz SSP,Sham SSP,Opioid demand,Total PCA demands,0-24 h,Mean/SD,12,12,12,12,52.17,21.87,,,,,74.18000000000001,39.33,,,,,PCA demands,Direct active-vs-sham pairwise P not reported,Yes,No,MD,-22.01000000000001,No,No,Target F exploratory PCA-behavior outcome,Yes,Four-arm study; preserve shared sham control. Two low-frequency participants excluded.,PCA-demand table / total 24-h demands,https://drive.google.com/file/d/1kQDSBtx3OpFOsim5oUMwhpfHOqaMy8Q9/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED,F-PCA-008,F-PCA,F_PCA_behavior,NORMALIZED_V22,0,1,Some concerns,P2,,Sham74.18±39.33; high52.17±21.87; low41.60±36.47
Yeh 2010,YEH10_AES_vs_SHAM_PCAPUSH24,True-acupoint AES,Electrical sham/nonmeridian AES,Opioid demand,PCA button pushes,0-24 h,Mean/SD,,,33,30,25.3,28.5,,,,,47.4,39.7,,,,,button pushes,Direct AES-vs-sham pairwise P not reported,Yes,No,MD,-22.1,No,No,Hold pending Yeh 2010/2011 overlap adjudication,Yes,Potential overlapping publication family with Yeh2011; do not count both independently.,Table 4 / PCA button pushes,https://drive.google.com/file/d/1a1s31PQPWGnaVkYUtNUxO22F3QFTcwmi/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED / DUPLICATE-OVERLAP HOLD,F-PCA-010,F-PCA,F_PCA_behavior,NORMALIZED_V22,0,0,Some concerns,P1,HOLD overlap review,True25.3±28.5 vs sham47.4±39.7
Lin 2002,LIN02_HIGH_vs_SHAM_PCADEMAND24,100-Hz EA,Sham EA,Opioid demand,Total PCA demands,Postoperative hour1 through hour24,Mean/SD,25,25,25,25,7.9,5.9,,,,,16.1,7.4,,,,,PCA demands,Pairwise P not reported,Yes,No,MD,-8.200000000000001,No,No,Target F exploratory PCA-behavior outcome; High result-specific RoB,Yes,Active electrical stimulation vs no-current sham may unmask patient-generated PCA behavior.,Table 2 / 24-h PCA demand totals,https://drive.google.com/file/d/1Q5dNOPkf4PB_ctbHu1_3v3UIMIJzKRw9/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED / HIGH ROB,F-PCA-011,F-PCA,F_PCA_behavior,NORMALIZED_V22,0,1,High,,,Sham16.1±7.4; low11.7±7.1; high7.9±5.9
Lin 2002,LIN02_LOW_vs_SHAM_PCADEMAND24,2-Hz EA,Sham EA,Opioid demand,Total PCA demands,Postoperative hour1 through hour24,Mean/SD,25,25,25,25,11.7,7.1,,,,,16.1,7.4,,,,,PCA demands,Pairwise P not reported,Yes,No,MD,-4.400000000000002,No,No,Target F exploratory PCA-behavior outcome; High result-specific RoB,Yes,Active electrical stimulation vs no-current sham may unmask patient-generated PCA behavior.,Table 2 / 24-h PCA demand totals,https://drive.google.com/file/d/1Q5dNOPkf4PB_ctbHu1_3v3UIMIJzKRw9/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED / HIGH ROB,F-PCA-011,F-PCA,F_PCA_behavior,NORMALIZED_V22,0,1,High,,,Sham16.1±7.4; low11.7±7.1; high7.9±5.9
Yeh 2011,YEH11_AES_vs_SHAM_PCAPUSH24,True-acupoint AES,Electrical sham/nonacupoint AES,Opioid demand,PCA button pushes,0-24 h,Mean/SD,30,30,30,30,24.9,28.5,,,,,47.4,39.7,,,,,button pushes,Direct AES-vs-sham pairwise P not reported,Yes,No,MD,-22.5,No,No,Hold pending Yeh 2010/2011 overlap adjudication,Yes,Potential overlapping publication family with Yeh2010; do not count both independently.,Table 3 / PCA button pushes,https://drive.google.com/file/d/1ZJ60ZvJ5Q7sRu1iptK_tLLfBXxZZ_Hwl/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED / DUPLICATE-OVERLAP HOLD,F-PCA-012,F-PCA,F_PCA_behavior,NORMALIZED_V22,0,0,Some concerns,P1,HOLD — potential overlap,AES24.9±28.5 vs sham47.4±39.7 vs control76.9±86.1
Zhou 2021,ZHOU21_TEAS_vs_UC_MME_POSTOP,Postoperative TEAS + ERAS,ERAS/usual care,Opioid consumption,Author-defined postoperative morphine-equivalent dose,Postoperative study period; exact cumulative window not reported,Mean/SD,41,41,41,40,8.935,3.66,,,,,12.83,8.097,,,,,mg morphine-equivalent (author-defined),0.182,Yes,No,MD,-3.895,No,No,Exclude fixed 24/48/72-h pools pending time-window/conversion clarification,No,Methods vs Table3 footnote use inconsistent pentazocine conversion; exact postoperative cumulative window unclear.,Table 3 / analgesic consumption,https://drive.google.com/file/d/1PxYyULBv_ZjWeqAm_bNYkDn_j2_lNYLq/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED / P1 WINDOW+CONVERSION HOLD,F-mixed/undefined-007,F-mixed/undefined,F_rescue_mixed_or_undefined,NORMALIZED_V22,0,0,High,P1,EXCLUDE fixed-time pools,Opioid use18/41 vs30/40; MME8.935±3.660 vs12.83±8.097 mg
He 2026 (hepatectomy/JIS),HEJIS26_TEAS_vs_CTRL_PCADELIV24,Intraoperative PC6 TEAS,No-current PC6 control,Opioid demand,Effective PCA deliveries,24 h,Mean/SD,81,80,80,79,2.6,3.3,,,,,3.5,6,,,,,effective deliveries,0.02,Yes,No,MD,-.9,No,No,Target F exploratory PCA-use outcome,No,PCA contains sufentanil + oxycodone; delivery count is not a single-opioid dose. 48-h counters remain P1 unresolved.,Supplemental/secondary outcome / 24-h effective deliveries,https://drive.google.com/file/d/1VgOxIOrGe7ZVevkKEVP7G-0V1DXPU0Gf/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED,F-PCA-002,F-PCA,F_PCA_behavior,NORMALIZED_V22,0,1,Some concerns,P1,,2.7±3.3 /2.6±3.3 vs3.5±6.1 /3.5±6.0
Lu 2022,LU22_TEAS_vs_CTRL_PCAATTEMPT48,TEAS + ERAS,No-current control + ERAS,Opioid demand,PCA attempts,48 h,Median/IQR,50,50,47,47,,,13,5,22,,,,26,11.5,45.5,,attempts,0.002,Yes,No,,,No,No,Target F exploratory PCA-behavior outcome; High result-specific RoB,No,"Patient blinding difficult; PCA drug/concentration/settings not reported, so do not convert to opioid dose.",PCA table / 48 h pca attempts,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED / HIGH ROB,F-PCA-009,F-PCA,F_PCA_behavior,NORMALIZED_V22,0,1,High,P2,,24h attempts8.0 vs16.5; deliveries5.0 vs12.0
Lu 2022,LU22_TEAS_vs_CTRL_PCADELIV48,TEAS + ERAS,No-current control + ERAS,Opioid demand,Successful PCA deliveries,48 h,Median/IQR,50,50,47,47,,,7,3,14,,,,16.5,8,35,,deliveries,0.001,Yes,No,,,No,No,Target F exploratory PCA-behavior outcome; High result-specific RoB,No,"Patient blinding difficult; PCA drug/concentration/settings not reported, so do not convert to opioid dose.",PCA table / 48 h successful pca deliveries,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED / HIGH ROB,F-PCA-009,F-PCA,F_PCA_behavior,NORMALIZED_V22,0,1,High,P2,,24h attempts8.0 vs16.5; deliveries5.0 vs12.0
Lu 2022,LU22_TEAS_vs_CTRL_PCAATTEMPT72,TEAS + ERAS,No-current control + ERAS,Opioid demand,PCA attempts,72 h,Median/IQR,50,50,47,47,,,13,5,24,,,,24.5,13,46,,attempts,0.002,Yes,No,,,No,No,Target F exploratory PCA-behavior outcome; High result-specific RoB,No,"Patient blinding difficult; PCA drug/concentration/settings not reported, so do not convert to opioid dose.",PCA table / 72 h pca attempts,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED / HIGH ROB,F-PCA-009,F-PCA,F_PCA_behavior,NORMALIZED_V22,0,1,High,P2,,24h attempts8.0 vs16.5; deliveries5.0 vs12.0
Lu 2022,LU22_TEAS_vs_CTRL_PCADELIV72,TEAS + ERAS,No-current control + ERAS,Opioid demand,Successful PCA deliveries,72 h,Median/IQR,50,50,47,47,,,7,3,20,,,,16.5,10,36,,deliveries,0.003,Yes,No,,,No,No,Target F exploratory PCA-behavior outcome; High result-specific RoB,No,"Patient blinding difficult; PCA drug/concentration/settings not reported, so do not convert to opioid dose.",PCA table / 72 h successful pca deliveries,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,SOURCE-VERIFIED / AF-NORMALIZED / HIGH ROB,F-PCA-009,F-PCA,F_PCA_behavior,NORMALIZED_V22,0,1,High,P2,,24h attempts8.0 vs16.5; deliveries5.0 vs12.0
